,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,grouped_postal_code,median_household_income
-8.85995e+18_7.46945e+18,NY,ho4,800.0,True,False,False,3,1,1,28.0,credit,True,1,generall_postal_code,35449.0
-9.12988e+18_1.74491e+18,NY,ho4,550.0,True,False,False,4,1,0,29.0,credit,False,1,generall_postal_code,109250.0
-8.84036e+18_6.4297e+18,AZ,ho4,860.0,False,False,False,12,1,0,62.0,debit,False,2,generall_postal_code,84521.0
-8.99655e+18_-4.54863e+18,CA,ho4,1302.0,True,False,False,8,1,0,32.0,credit,False,1,generall_postal_code,37379.0
-8.85102e+18_-1.68823e+18,IL,ho4,550.0,False,False,True,11,3,1,42.0,debit,False,1,generall_postal_code,84960.0
-9.06269e+18_7.20034e+18,TX,ho4,1099.0,True,False,True,11,1,0,33.0,debit,False,1,generall_postal_code,60567.0
-8.84005e+18_-3.56253e+18,NY,ho4,800.0,True,False,False,3,1,1,39.0,debit,False,1,generall_postal_code,35449.0
-9.00037e+18_-8.20341e+18,NY,ho4,700.0,False,False,False,2,1,1,39.0,credit,False,1,generall_postal_code,116446.0
-8.82976e+18_-7.05264e+18,OH,ho4,1099.0,True,False,False,12,3,0,32.0,debit,False,2,generall_postal_code,73210.0
-8.80614e+18_-1.70188e+18,CA,ho4,1302.0,True,False,False,2,1,2,33.0,credit,False,1,generall_postal_code,109747.0
-8.95131e+18_7.91656e+18,GA,ho4,1416.0,True,False,False,11,2,0,23.0,debit,False,1,generall_postal_code,50771.0
-8.9109e+18_7.49916e+18,CA,ho4,1302.0,True,False,False,9,2,0,22.0,debit,False,1,generall_postal_code,60802.0
-9.05918e+18_-7.89594e+18,CA,ho4,1302.0,True,False,False,7,4,1,24.0,debit,False,1,generall_postal_code,124849.0
-9.11113e+18_-4.65379e+18,NY,ho4,800.0,True,False,False,4,1,0,24.0,credit,False,1,generall_postal_code,60521.0
-8.88428e+18_-3.87026e+18,TX,ho4,1099.0,True,True,False,11,2,1,22.0,credit,False,1,generall_postal_code,23426.0
-8.83769e+18_-1.70194e+18,AZ,ho4,860.0,False,False,False,12,3,0,54.0,debit,False,2,generall_postal_code,48856.0
-9.177e+18_6.73468e+17,TX,ho4,1099.0,True,False,True,11,5,0,26.0,debit,False,1,generall_postal_code,39392.0
-9.08284e+18_-4.30596e+18,TX,ho4,1099.0,True,False,False,11,1,1,46.0,debit,False,1,generall_postal_code,81061.0
-8.9385e+18_-6.40881e+18,PA,ho4,2000.0,True,False,True,12,2,0,18.0,debit,False,2,generall_postal_code,45220.0
-9.09372e+18_-7.339e+18,NY,ho4,800.0,True,False,False,3,1,0,23.0,debit,False,1,generall_postal_code,27932.0
-8.93905e+18_-7.70296e+17,NV,ho4,2990.0,False,False,False,12,1,0,32.0,debit,False,2,generall_postal_code,41333.0
-8.91289e+18_-4.39122e+18,PA,ho4,2000.0,False,False,False,12,1,1,50.0,debit,False,2,generall_postal_code,32873.0
-9.20988e+18_-2.63523e+18,NY,ho4,800.0,True,False,False,4,1,0,43.0,credit,False,1,generall_postal_code,40604.0
-8.9384e+18_8.38647e+18,NY,ho4,800.0,True,False,False,11,3,0,45.0,debit,True,1,generall_postal_code,63809.0
-8.83805e+18_-1.52263e+18,CA,ho4,2341.0,True,False,False,11,3,1,47.0,debit,False,1,generall_postal_code,120196.0
-8.95255e+18_-3.62426e+18,GA,ho4,1416.0,True,False,True,11,1,0,63.0,debit,False,1,generall_postal_code,50863.0
-8.99656e+18_7.51885e+18,PA,ho4,2000.0,True,False,True,12,1,0,23.0,debit,False,2,generall_postal_code,39374.0
-8.83516e+18_7.63895e+18,NJ,ho4,915.75,False,False,True,10,5,1,24.0,credit,False,1,generall_postal_code,120095.0
-8.85698e+18_6.47891e+18,TX,ho4,1099.0,True,False,False,11,2,0,22.0,debit,False,1,generall_postal_code,50133.0
-8.98266e+18_2.86959e+18,IL,ho4,550.0,True,False,True,7,1,1,25.0,credit,False,1,generall_postal_code,92797.0
-8.85888e+18_-2.46285e+18,TX,ho4,1099.0,True,True,True,11,3,0,49.0,debit,False,1,generall_postal_code,69446.0
-8.82133e+18_-6.87408e+18,TX,ho4,1099.0,True,True,True,11,2,0,45.0,debit,False,1,generall_postal_code,38640.0
-9.21396e+18_-1.98241e+18,CA,ho4,1302.0,False,False,False,8,2,2,23.0,debit,False,1,generall_postal_code,59160.0
-8.87239e+18_4.69651e+18,CA,ho4,1302.0,True,False,False,11,2,0,46.0,debit,False,1,generall_postal_code,78119.0
-8.82377e+18_7.59245e+18,TX,ho4,1099.0,True,False,False,10,2,1,31.0,debit,False,1,generall_postal_code,60127.0
-8.87253e+18_-8.60543e+18,CA,ho4,1302.0,True,False,False,8,1,0,21.0,credit,False,1,generall_postal_code,59934.0
-8.93828e+18_6.29627e+18,NY,ho4,800.0,True,True,False,11,3,0,25.0,credit,False,1,generall_postal_code,50669.0
-8.80694e+18_-1.28911e+18,TX,ho4,1099.0,False,False,True,11,2,0,37.0,debit,False,1,generall_postal_code,50133.0
-8.83132e+18_8.69731e+18,NY,ho4,1750.0,True,False,False,3,1,1,31.0,credit,False,1,generall_postal_code,106056.0
-9.09779e+18_-2.03716e+18,CA,ho4,1302.0,True,False,False,6,2,0,31.0,credit,False,1,generall_postal_code,64959.0
-9.22014e+18_-6.37476e+17,TX,ho4,1099.0,True,False,True,7,2,0,19.0,debit,False,1,generall_postal_code,45778.0
-8.95938e+18_8.93547e+18,CA,ho4,1302.0,False,False,False,11,4,0,29.0,debit,False,1,generall_postal_code,103837.0
-9.17626e+18_-2.42823e+18,PA,ho4,2000.0,True,False,True,12,4,0,21.0,debit,False,2,generall_postal_code,47702.0
-8.83273e+18_3.11493e+18,NY,ho4,650.0,True,False,False,5,1,0,27.0,credit,False,1,generall_postal_code,126107.0
-9.12392e+18_-1.10964e+18,IL,ho4,550.0,True,False,False,11,1,1,35.0,credit,False,1,generall_postal_code,90000.0
-9.0381e+18_1.83204e+18,NJ,ho4,915.75,True,False,True,8,4,0,37.0,debit,False,1,generall_postal_code,54037.0
-9.19309e+18_-3.99194e+18,MD,ho4,860.0,False,False,True,11,2,0,31.0,debit,False,1,generall_postal_code,81277.0
-8.85072e+18_-6.588e+18,TX,ho4,1099.0,True,False,True,11,1,0,35.0,debit,False,1,generall_postal_code,98754.0
-9.185e+18_-9.16775e+18,CA,ho4,1302.0,False,False,False,11,3,1,26.0,credit,False,1,generall_postal_code,55918.0
-9.06297e+18_3.34739e+18,MI,ho4,1600.0,True,True,False,12,4,0,58.0,debit,False,2,generall_postal_code,50733.0
-9.07451e+18_-3.36855e+18,CA,ho4,1302.0,True,False,False,5,2,0,31.0,debit,False,1,generall_postal_code,85662.0
-9.06859e+18_-3.06231e+18,TX,ho4,1099.0,True,True,True,11,2,1,23.0,debit,False,1,generall_postal_code,71766.0
-9.18467e+18_9.17412e+18,TX,ho4,1099.0,True,False,True,11,2,0,22.0,debit,False,1,generall_postal_code,38100.0
-9.08355e+18_6.59293e+18,NY,ho4,800.0,True,False,False,4,1,0,38.0,debit,False,1,generall_postal_code,54349.0
-8.8984e+18_-5.2992e+18,AZ,ho4,860.0,True,False,True,12,2,0,20.0,debit,False,2,generall_postal_code,32300.0
-9.11626e+18_1.9557e+17,TX,ho4,1099.0,False,False,True,11,1,0,20.0,debit,False,1,generall_postal_code,59170.0
-9.20208e+18_-1.84485e+18,NY,ho4,700.0,True,False,False,2,1,1,30.0,credit,False,1,generall_postal_code,116446.0
-8.9539e+18_-4.19768e+18,TX,ho4,1099.0,False,True,True,11,2,0,28.0,debit,False,1,generall_postal_code,116854.0
-9.16531e+18_6.85843e+18,OH,ho4,1099.0,False,False,True,12,3,1,38.0,debit,False,2,generall_postal_code,52849.0
-8.98341e+18_-2.05639e+18,AZ,ho4,860.0,True,False,True,12,3,0,22.0,debit,False,2,generall_postal_code,58571.0
-9.00144e+18_1.84222e+18,CA,ho3,1782.0,True,True,False,7,2,0,34.0,credit,False,0,generall_postal_code,97901.0
-9.01098e+18_5446680000000000.0,IL,ho4,550.0,True,False,True,5,1,0,38.0,debit,False,1,generall_postal_code,27573.0
-9.1577e+18_3.83485e+18,NY,ho4,800.0,True,False,False,3,1,0,29.0,credit,False,1,generall_postal_code,127973.0
-9.12198e+18_-6.12294e+18,NJ,ho4,915.75,True,False,True,7,2,0,27.0,debit,False,1,generall_postal_code,74961.0
-9.01613e+18_5.15533e+18,CA,ho4,1302.0,True,False,False,7,1,0,23.0,debit,False,1,generall_postal_code,23070.0
-8.95927e+18_-6.76428e+18,NJ,ho4,915.75,True,True,False,2,3,1,35.0,debit,False,1,generall_postal_code,49453.0
-9.11698e+18_-1.59997e+18,CA,ho4,1302.0,True,False,False,11,2,0,23.0,debit,False,1,generall_postal_code,65403.0
-8.86312e+18_-8.2204e+18,TX,ho4,1099.0,False,False,True,11,1,0,27.0,debit,True,1,75203,32699.0
-9.18084e+18_4.86792e+18,CA,ho4,1302.0,True,False,False,2,2,0,27.0,debit,True,1,generall_postal_code,83861.0
-8.96315e+18_-6.20786e+18,TX,ho4,1099.0,True,False,True,11,1,2,24.0,credit,False,1,generall_postal_code,49276.0
-8.98336e+18_-8.86767e+18,CA,ho4,1302.0,True,False,False,7,3,0,38.0,debit,False,1,generall_postal_code,101327.0
-8.98991e+18_-4.16226e+18,NY,ho4,800.0,True,False,False,5,1,1,25.0,credit,False,1,generall_postal_code,118469.0
-9.04544e+18_7.3881e+18,TX,ho4,1099.0,True,False,True,11,2,0,20.0,credit,False,1,generall_postal_code,36583.0
-8.83474e+18_3.00123e+18,TX,ho4,1099.0,True,False,False,11,2,0,26.0,credit,False,1,generall_postal_code,27232.0
-9.17454e+18_-2.14237e+18,CA,ho4,1302.0,False,False,False,9,4,0,40.0,debit,True,1,91302,122967.0
-8.83824e+18_5.91994e+18,CA,ho4,1302.0,True,False,False,11,3,3,33.0,debit,False,1,generall_postal_code,82935.0
-8.99776e+18_-4.3685e+18,OH,ho4,1099.0,True,False,False,12,2,0,59.0,prepaid,False,2,generall_postal_code,47960.0
-8.97241e+18_-6.69261e+18,TX,ho4,1099.0,True,False,True,11,2,0,23.0,debit,False,1,generall_postal_code,37189.0
-8.81799e+18_1.09407e+18,CA,ho4,1302.0,True,False,False,7,2,0,49.0,debit,False,1,generall_postal_code,41054.0
-8.90879e+18_-3.28163e+18,NY,ho4,800.0,True,False,False,3,1,0,24.0,credit,False,1,generall_postal_code,35449.0
-9.21774e+18_8.92873e+18,CA,ho4,1302.0,False,False,False,9,1,0,30.0,credit,False,1,generall_postal_code,84937.0
-9.01506e+18_5.59952e+18,OH,ho4,1099.0,True,False,False,12,1,1,41.0,debit,False,2,generall_postal_code,60979.0
-8.81314e+18_2.17786e+18,TX,ho4,1099.0,True,False,True,11,1,0,24.0,credit,False,1,generall_postal_code,116962.0
-9.1637e+18_3.97369e+18,TX,ho4,1099.0,True,False,True,11,1,0,33.0,credit,False,1,generall_postal_code,57093.0
-9.00246e+18_-1.88909e+18,IL,ho4,550.0,True,False,True,7,1,0,31.0,credit,False,1,generall_postal_code,81576.0
-8.94793e+18_8.61928e+18,CA,ho4,1302.0,False,False,False,3,1,0,19.0,credit,False,1,generall_postal_code,90399.0
-9.12835e+18_-1.61648e+18,TX,ho4,1099.0,True,False,True,11,1,3,23.0,debit,False,1,generall_postal_code,74176.0
-9.03334e+18_-1.10441e+18,TX,ho4,1099.0,False,False,False,11,2,0,23.0,debit,False,1,generall_postal_code,55140.0
-8.84114e+18_-3.89714e+18,NY,ho4,800.0,True,False,False,5,1,0,31.0,credit,False,1,generall_postal_code,41890.0
-8.86883e+18_-3.53388e+18,CA,ho4,1302.0,True,False,False,9,2,0,24.0,debit,False,1,generall_postal_code,70513.0
-9.1365e+18_-3.99897e+18,NY,ho4,800.0,False,False,False,4,1,0,67.0,debit,False,1,generall_postal_code,63122.0
-8.81013e+18_-5.11029e+18,TX,ho4,1099.0,True,False,True,11,3,0,28.0,debit,False,1,generall_postal_code,80313.0
-9.07409e+18_5.51485e+18,TX,ho4,1099.0,True,False,True,11,1,0,27.0,debit,False,1,generall_postal_code,54053.0
-9.06027e+18_-8.56202e+18,NY,ho4,800.0,True,False,False,4,1,0,30.0,credit,False,1,generall_postal_code,60521.0
-8.90858e+18_6.09785e+18,TX,ho4,1099.0,False,False,False,11,1,1,23.0,debit,False,1,generall_postal_code,40756.0
-8.81886e+18_-3.46201e+18,CA,ho4,655.0,True,False,False,6,1,0,23.0,debit,False,1,generall_postal_code,73601.0
-8.93981e+18_-5.63466e+18,TX,ho4,1099.0,False,False,True,11,1,1,37.0,debit,False,1,generall_postal_code,121458.0
-9.16096e+18_4.91594e+17,CA,ho4,1302.0,False,True,False,11,2,1,34.0,credit,False,1,generall_postal_code,92066.0
-9.02068e+18_6.92301e+18,TX,ho4,1099.0,True,False,False,11,1,0,29.0,debit,False,1,generall_postal_code,65172.0
-9.15238e+18_-3.30105e+18,NV,ho4,2990.0,True,False,True,12,2,0,47.0,debit,False,2,generall_postal_code,48978.0
-8.9102e+18_1.26777e+18,CA,ho4,1302.0,True,True,False,8,2,0,37.0,debit,False,1,generall_postal_code,134056.0
-9.19769e+18_5.68194e+18,PA,ho4,2000.0,True,False,True,12,5,0,21.0,debit,False,2,generall_postal_code,28468.0
-8.89604e+18_-8.20886e+18,TX,ho4,1099.0,False,False,False,11,2,0,29.0,debit,False,1,generall_postal_code,67462.0
-8.92431e+18_1.47828e+18,TX,ho4,1099.0,False,True,True,11,2,0,19.0,debit,False,1,generall_postal_code,49030.0
-9.04966e+18_7.13722e+18,NY,ho4,800.0,True,False,False,3,1,1,25.0,debit,False,1,generall_postal_code,60725.0
-8.99595e+18_-3.52087e+18,NY,ho4,800.0,False,False,False,4,1,0,27.0,credit,False,1,generall_postal_code,82352.0
-8.89226e+18_3.70829e+18,CA,ho3,1441.0,True,False,False,11,4,0,36.0,credit,False,0,generall_postal_code,42051.0
-9.00746e+18_7.42513e+18,OH,ho4,1099.0,True,False,True,12,4,0,27.0,credit,False,2,generall_postal_code,76740.0
-9.17852e+18_4.95154e+18,IL,ho4,550.0,True,True,True,10,4,1,33.0,credit,False,1,generall_postal_code,63829.0
-9.07835e+18_-5.68401e+18,CA,ho4,1302.0,True,True,False,3,2,0,22.0,credit,False,1,generall_postal_code,41870.0
-9.1633e+18_5.1921e+18,CA,ho4,1302.0,True,False,False,8,1,0,29.0,credit,False,1,generall_postal_code,28638.0
-8.79929e+18_6.66129e+18,TX,ho4,1099.0,True,False,False,11,1,0,26.0,credit,False,1,generall_postal_code,89099.0
-8.85479e+18_3.9879e+17,TX,ho4,1099.0,True,False,True,11,2,0,27.0,debit,False,1,generall_postal_code,38100.0
-9.10876e+18_1.47801e+18,TX,ho4,1099.0,True,False,False,11,1,0,24.0,debit,False,1,generall_postal_code,74176.0
-8.9085e+18_4.18446e+18,TX,ho4,1099.0,False,False,False,11,1,0,44.0,debit,False,1,generall_postal_code,35183.0
-8.93439e+18_-6.61952e+18,TX,ho4,1099.0,True,False,False,11,2,0,22.0,debit,False,1,generall_postal_code,30461.0
-9.12863e+18_-2.73986e+18,IL,ho4,550.0,False,False,False,11,2,0,43.0,debit,False,1,generall_postal_code,60264.0
-9.17874e+18_5.52775e+18,CA,ho4,1302.0,True,False,False,6,1,0,31.0,debit,False,1,generall_postal_code,91569.0
-8.8077e+18_4.01241e+16,IL,ho4,550.0,True,False,False,8,1,0,24.0,debit,False,1,generall_postal_code,88708.0
-9.09786e+18_-1.68507e+18,TX,ho4,1099.0,True,False,True,11,1,0,38.0,debit,False,1,generall_postal_code,65558.0
-8.91302e+18_8.12785e+17,OR,ho4,1099.0,True,False,True,11,2,1,22.0,credit,False,1,generall_postal_code,69553.0
-8.94145e+18_9.9391e+17,NY,ho4,550.0,True,False,False,5,1,1,24.0,credit,False,1,generall_postal_code,109250.0
-9.20605e+18_-4.67109e+18,TX,ho4,1099.0,True,False,True,11,1,0,26.0,debit,False,1,generall_postal_code,84548.0
-8.83052e+18_2.78565e+17,CA,ho3,2471.0,True,True,False,9,1,0,57.0,debit,False,0,generall_postal_code,111043.0
-8.85388e+18_-9.34426e+17,IL,ho4,400.0,True,False,False,6,1,0,30.0,credit,False,1,generall_postal_code,46340.0
-9.18932e+18_8.67735e+17,CA,ho4,1302.0,True,False,False,1,1,0,22.0,credit,False,1,generall_postal_code,99464.0
-8.82246e+18_-8.00596e+18,TX,ho4,1099.0,True,False,False,11,1,0,23.0,debit,False,1,generall_postal_code,98754.0
-9.08021e+18_2.36006e+18,CA,ho4,1302.0,True,False,False,7,1,0,32.0,credit,False,1,generall_postal_code,42407.0
-9.1952e+18_-7.47051e+18,NY,ho4,800.0,True,False,False,4,1,1,25.0,credit,False,2,generall_postal_code,82352.0
-8.86988e+18_-2.15128e+18,CA,ho4,1302.0,True,False,False,9,1,0,37.0,debit,False,1,generall_postal_code,84937.0
-9.02607e+18_8.18788e+18,TX,ho4,1099.0,True,False,True,11,1,0,30.0,debit,False,1,generall_postal_code,58571.0
-8.86738e+18_-8.00055e+18,AR,ho4,1800.0,True,True,False,7,2,0,25.0,credit,False,1,generall_postal_code,53159.0
-8.94416e+18_-7.84279e+18,NY,ho6,1302.0,True,True,False,6,1,0,40.0,credit,False,0,generall_postal_code,123951.0
-8.97756e+18_-8.32792e+17,TX,ho4,1099.0,True,False,True,11,3,0,39.0,credit,True,1,generall_postal_code,67763.0
-9.04633e+18_-7.19339e+18,CA,ho4,1486.0,True,False,False,8,1,1,30.0,credit,False,1,generall_postal_code,40068.0
-9.06468e+18_-1.18014e+18,NY,ho4,1325.0,True,False,False,2,1,0,35.0,debit,False,1,generall_postal_code,116893.0
-9.11116e+18_-3.9328e+18,CA,ho4,966.0,True,False,False,11,2,0,24.0,debit,False,1,generall_postal_code,41307.0
-9.06217e+18_1.39857e+18,CA,ho4,1302.0,True,True,False,11,3,0,46.0,debit,False,1,generall_postal_code,79043.0
-8.80047e+18_-1.51011e+18,TX,ho4,1099.0,True,False,True,11,1,0,24.0,credit,False,1,generall_postal_code,64085.0
-9.14168e+18_-1.27709e+18,NV,ho4,2990.0,False,False,True,12,2,0,23.0,debit,False,2,generall_postal_code,33202.0
-8.87107e+18_3.6559e+18,TX,ho4,1099.0,True,False,True,11,1,0,20.0,credit,False,1,generall_postal_code,15309.0
-8.94276e+18_6.47268e+17,TX,ho4,1099.0,True,True,False,11,3,1,35.0,debit,False,1,generall_postal_code,39392.0
-8.93158e+18_-3.18137e+18,OR,ho4,1099.0,True,False,False,11,2,0,25.0,debit,False,1,generall_postal_code,84009.0
-9.06676e+18_6.46474e+18,TX,ho4,1099.0,False,False,False,11,1,0,36.0,debit,False,1,generall_postal_code,53999.0
-9.0661e+18_-1.23132e+18,AR,ho4,1800.0,True,False,True,12,1,0,34.0,credit,False,2,generall_postal_code,28476.0
-9.15025e+18_-5.4006e+18,CA,ho4,1302.0,True,False,False,4,1,0,24.0,credit,False,1,generall_postal_code,66028.0
-9.02147e+18_-2.03598e+17,NY,ho4,800.0,True,True,False,3,1,0,22.0,credit,False,1,generall_postal_code,35449.0
-9.17817e+18_-7.72198e+18,NY,ho4,800.0,False,False,False,4,1,0,25.0,credit,False,2,generall_postal_code,104441.0
-9.20938e+18_-2.40857e+18,TX,ho4,1099.0,True,False,False,11,1,0,26.0,debit,False,1,generall_postal_code,75123.0
-8.88244e+18_-6.27659e+18,TX,ho4,1099.0,True,False,False,11,2,0,23.0,debit,False,1,generall_postal_code,136642.0
-8.89934e+18_-3.37175e+18,CA,ho4,1302.0,True,False,False,3,1,0,29.0,debit,False,1,generall_postal_code,102021.0
-9.19483e+18_-5.38005e+18,TX,ho4,1099.0,True,False,True,11,2,0,45.0,debit,False,1,generall_postal_code,49887.0
-9.20331e+18_4.32683e+18,TX,ho4,1099.0,True,True,False,11,2,0,29.0,debit,False,1,generall_postal_code,60568.0
-9.21584e+18_-4.55946e+18,CA,ho4,1302.0,True,False,False,9,3,0,41.0,debit,False,1,generall_postal_code,50326.0
-9.16364e+18_-8.13864e+17,TX,ho4,1099.0,True,True,False,11,1,0,26.0,debit,False,1,generall_postal_code,52854.0
-9.05283e+18_-4.71113e+18,TX,ho4,1099.0,True,False,False,11,1,1,39.0,debit,False,1,generall_postal_code,116962.0
-9.11278e+18_2.36592e+18,NY,ho4,800.0,False,False,False,6,1,0,33.0,debit,False,2,generall_postal_code,50909.0
-9.05852e+18_7.31224e+18,TX,ho4,1099.0,False,True,False,11,3,0,28.0,debit,False,1,generall_postal_code,67924.0
-8.9302e+18_-1.27793e+18,TX,ho4,1099.0,False,False,True,11,1,1,28.0,debit,True,1,generall_postal_code,46404.0
-9.08094e+18_-1.74397e+18,TX,ho4,1099.0,False,False,True,11,2,0,34.0,debit,False,2,generall_postal_code,35282.0
-9.21496e+18_-6.19531e+18,CA,ho4,1700.0,False,False,False,7,1,0,20.0,credit,False,1,generall_postal_code,63056.0
-8.92065e+18_-1.97511e+18,CA,ho4,1411.0,True,False,False,8,3,0,23.0,debit,False,1,generall_postal_code,108252.0
-9.20488e+18_5.24836e+18,PA,ho4,2000.0,True,False,True,12,1,0,22.0,debit,False,2,generall_postal_code,73294.0
-9.20327e+18_-5.48274e+18,GA,ho4,1416.0,True,False,True,11,2,0,25.0,debit,False,1,generall_postal_code,82367.0
-9.04255e+18_-8.67042e+18,CA,ho4,1302.0,False,False,False,11,4,0,41.0,debit,False,1,generall_postal_code,67121.0
-9.21216e+18_-5.00895e+18,NY,ho4,826.0,True,False,False,4,1,0,30.0,credit,False,1,generall_postal_code,123208.0
-8.85778e+18_-8.68398e+18,CA,ho4,1302.0,True,False,False,8,2,0,39.0,credit,False,1,generall_postal_code,62856.0
-8.85238e+18_5.46436e+18,CA,ho4,1302.0,True,False,False,11,2,0,33.0,debit,False,1,generall_postal_code,74444.0
-8.82424e+18_3.81749e+18,IL,ho4,1800.0,True,False,False,8,1,0,31.0,credit,False,1,generall_postal_code,68223.0
-8.95593e+18_-3.80552e+17,TX,ho4,1099.0,False,False,True,9,5,0,22.0,debit,False,1,generall_postal_code,76387.0
-9.11827e+18_7.7655e+18,CA,ho4,1302.0,True,False,False,1,1,1,34.0,credit,False,1,generall_postal_code,143467.0
-8.85815e+18_2.69772e+18,TX,ho4,1099.0,False,False,False,11,1,0,22.0,debit,False,1,generall_postal_code,39049.0
-9.02774e+18_6.20373e+18,NY,ho6,604.0,True,False,False,1,1,0,33.0,credit,False,0,generall_postal_code,93575.0
-8.81197e+18_-8.82702e+18,NY,ho4,800.0,True,False,False,4,1,1,24.0,credit,False,1,generall_postal_code,82352.0
-9.04099e+18_-8.3497e+18,CA,ho4,1302.0,True,False,False,2,1,0,28.0,credit,False,1,generall_postal_code,134809.0
-8.90877e+18_8.95601e+18,CA,ho4,1302.0,True,False,False,8,1,0,25.0,debit,False,1,generall_postal_code,82630.0
-9.0631e+18_9.63103e+17,CA,ho4,1302.0,True,False,False,8,2,0,23.0,debit,False,1,generall_postal_code,112935.0
-9.07088e+18_2.44686e+18,OR,ho4,1099.0,True,False,False,11,2,0,24.0,debit,False,1,generall_postal_code,76178.0
-8.90265e+18_6.60423e+18,TX,ho4,1099.0,True,False,True,11,2,0,30.0,debit,False,1,generall_postal_code,67311.0
-8.81108e+18_-5.13366e+18,NJ,ho4,915.75,True,False,True,5,3,0,37.0,credit,False,1,generall_postal_code,59744.0
-8.94559e+18_-6.97563e+18,CA,ho4,1302.0,True,False,False,7,2,1,29.0,debit,False,1,generall_postal_code,86940.0
-8.85747e+18_-4.31707e+18,IL,ho4,550.0,True,False,False,9,2,1,35.0,debit,False,1,generall_postal_code,74532.0
-8.98822e+18_-5.74841e+18,GA,ho4,1416.0,True,False,True,11,1,0,28.0,debit,False,1,generall_postal_code,47014.0
-9.15785e+18_-1.2781e+18,GA,ho4,1416.0,True,False,True,11,1,0,27.0,debit,False,1,generall_postal_code,55681.0
-9.20655e+18_-1.24715e+18,NJ,ho4,915.75,True,False,True,8,5,0,47.0,debit,False,1,generall_postal_code,57188.0
-9.12055e+18_-4.77523e+18,PA,ho4,2000.0,False,False,False,12,1,0,19.0,debit,False,2,generall_postal_code,32873.0
-9.09458e+18_-4.21549e+18,TX,ho4,1099.0,True,False,True,11,3,1,29.0,debit,False,1,generall_postal_code,114696.0
-8.96037e+18_4.9992e+18,TX,ho4,1099.0,True,True,True,11,1,0,32.0,debit,False,1,generall_postal_code,50263.0
-8.88053e+18_-5.74059e+18,TX,ho4,1099.0,True,False,False,11,1,0,26.0,debit,False,1,generall_postal_code,121458.0
-9.03905e+18_-4.58541e+18,NY,ho4,491.0,True,False,False,4,1,1,26.0,credit,False,2,generall_postal_code,85221.0
-8.88362e+18_8.87374e+18,TX,ho4,1099.0,True,False,True,11,2,0,39.0,debit,False,1,generall_postal_code,38640.0
-8.89145e+18_-2.4722e+18,IL,ho4,550.0,True,False,True,8,1,0,24.0,credit,False,1,generall_postal_code,88708.0
-9.10269e+18_5.09269e+18,AZ,ho4,860.0,True,False,False,12,2,0,18.0,credit,False,2,generall_postal_code,32300.0
-8.86974e+18_3.25785e+18,TX,ho4,1099.0,True,False,True,11,2,0,53.0,credit,False,1,generall_postal_code,35681.0
-9.13446e+18_-3.07661e+17,IL,ho4,550.0,True,False,False,11,2,1,18.0,debit,False,1,generall_postal_code,20707.0
-8.86752e+18_-9.15644e+18,NY,ho3,1834.0,True,True,False,11,3,0,30.0,credit,False,0,generall_postal_code,37200.0
-9.05845e+18_3.95021e+17,CA,ho4,1302.0,False,False,False,10,2,1,27.0,debit,False,1,generall_postal_code,118576.0
-9.08725e+18_-3.64905e+18,NY,ho4,1000.0,True,False,False,4,1,1,43.0,debit,False,1,generall_postal_code,51574.0
-9.10379e+18_-3.40064e+18,TX,ho4,1099.0,False,False,True,11,2,0,31.0,debit,False,1,generall_postal_code,58631.0
-8.8094e+18_5.97773e+17,CA,ho4,1302.0,True,False,False,5,1,0,30.0,credit,False,1,generall_postal_code,71154.0
-9.19216e+18_-9.00856e+18,TX,ho4,1099.0,True,False,True,11,2,1,24.0,debit,False,1,generall_postal_code,63392.0
-8.82764e+18_5.32298e+18,NY,ho4,800.0,True,False,False,5,1,0,30.0,credit,False,1,generall_postal_code,82352.0
-9.08305e+18_-6.91824e+18,MI,ho4,1600.0,True,False,False,12,4,0,38.0,debit,False,2,generall_postal_code,88133.0
-9.12773e+18_8.71767e+18,IL,ho4,550.0,True,False,True,3,1,0,26.0,debit,False,1,generall_postal_code,41679.0
-8.85803e+18_-3.15759e+18,AZ,ho4,860.0,True,True,False,12,1,1,54.0,debit,False,2,generall_postal_code,55186.0
-9.08896e+18_1.19598e+18,NY,ho4,800.0,True,False,False,4,1,0,30.0,debit,False,1,generall_postal_code,27206.0
-8.8456e+18_-7.54032e+18,CA,ho4,1302.0,True,False,False,7,2,0,26.0,credit,False,1,generall_postal_code,92061.0
-9.19773e+18_1.29027e+18,MD,ho4,860.0,False,False,True,11,2,1,22.0,debit,False,1,generall_postal_code,120149.0
-9.04159e+18_7.26492e+18,TX,ho4,1099.0,True,False,False,11,1,0,22.0,credit,False,1,generall_postal_code,62137.0
-8.80893e+18_-9.10315e+18,PA,ho4,2000.0,True,False,False,12,1,0,35.0,credit,True,2,generall_postal_code,70638.0
-9.02387e+18_-3.72318e+18,CA,ho4,1302.0,True,False,False,11,3,1,64.0,debit,False,1,generall_postal_code,47723.0
-8.93683e+18_-6.76361e+17,MD,ho4,860.0,True,False,True,11,3,0,30.0,credit,False,1,generall_postal_code,102165.0
-8.81646e+18_3.3993e+18,PA,ho4,2000.0,False,False,True,12,3,0,27.0,debit,False,2,generall_postal_code,50475.0
