,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,median_household_income
-9.22117e+18_8.69981e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,25.0,debit,False,1,46967.0
-9.03961e+18_-1.62647e+18,CA,ho3,1194.0,True,True,0.0,4.0,2,0,40.0,prepaid,False,0,67686.0
-9.20773e+18_4.35628e+17,CA,ho4,1302.0,True,False,0.0,10.0,2,0,20.0,debit,False,1,134056.0
-8.90983e+18_3.35711e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,1,29.0,credit,False,1,132979.0
-9.13011e+18_6.43801e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,29.0,credit,False,1,72945.0
-8.96053e+18_-8.76664e+18,CA,ho4,1302.0,True,False,0.0,3.0,3,1,23.0,debit,False,1,81073.0
-9.12363e+18_-9.90994e+17,CA,ho4,1302.0,True,False,0.0,15.0,1,0,58.0,debit,True,1,66372.0
-9.06801e+18_2.45111e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,1,30.0,credit,False,1,57379.0
-9.03605e+18_5.93386e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,30.0,credit,False,1,72970.0
-9.01613e+18_-2.29387e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,1,24.0,debit,False,1,23070.0
-8.86965e+18_3.54202e+17,CA,ho4,1302.0,True,False,0.0,30.0,2,0,26.0,debit,False,1,67416.0
-8.96757e+18_-3.87454e+17,CA,ho4,588.0,True,True,0.0,30.0,3,0,50.0,debit,False,1,47840.0
-8.85939e+18_-3.05378e+18,CA,ho4,1302.0,True,True,0.0,4.0,1,0,49.0,debit,False,1,71154.0
-9.1299e+18_6.90949e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,22.0,debit,False,1,85354.0
-9.01547e+18_1.82309e+18,CA,ho4,1302.0,True,False,0.0,25.0,1,0,23.0,credit,False,1,118355.0
-8.87308e+18_-3.97083e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,25.0,debit,False,1,72970.0
-9.10355e+18_8.53756e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,23.0,credit,False,1,26758.0
-8.88388e+18_2.24383e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,4,20.0,credit,False,1,74473.0
-8.84166e+18_1.71498e+18,CA,ho4,1486.0,True,False,0.0,15.0,1,0,37.0,debit,False,1,40068.0
-9.10013e+18_-3.57873e+18,CA,ho4,1302.0,False,False,0.0,5.0,3,0,23.0,debit,False,1,43992.0
-9.09199e+18_-2.61178e+18,CA,ho4,1302.0,False,False,0.0,5.0,3,1,58.0,debit,False,1,65374.0
-9.03828e+18_1.81796e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,20.0,debit,False,1,86940.0
-9.14631e+18_2.64076e+18,CA,ho3,1849.0,True,False,0.0,30.0,2,0,34.0,debit,False,0,77222.0
-9.14809e+18_8.65836e+18,CA,ho4,1302.0,True,True,0.0,10.0,4,1,42.0,debit,False,1,106959.0
-9.01127e+18_-4.74433e+18,CA,ho4,1302.0,False,False,0.0,20.0,1,0,29.0,debit,False,1,64006.0
-8.98508e+18_5.45536e+18,CA,ho4,1302.0,False,False,0.0,20.0,1,0,23.0,debit,False,1,65129.0
-8.86173e+18_-6.28931e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,41.0,debit,False,1,44130.0
-8.87595e+18_8.62255e+17,CA,ho4,1302.0,True,False,0.0,30.0,3,0,54.0,debit,False,1,58092.0
-8.94384e+18_-7.62023e+18,CA,ho4,1302.0,False,False,0.0,5.0,2,0,20.0,debit,False,1,59371.0
-9.01377e+18_1.82923e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,24.0,credit,False,1,44912.0
-9.07192e+18_8.03779e+17,CA,ho4,1241.0,False,False,0.0,1.0,2,0,25.0,debit,False,1,60417.0
-9.08234e+18_-1.42864e+17,CA,ho4,1302.0,True,False,0.0,20.0,1,0,32.0,credit,False,1,41283.0
-8.91239e+18_-3.8679e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,25.0,debit,False,1,52264.0
-9.01397e+18_7.12518e+18,CA,ho4,1300.0,True,False,0.0,30.0,2,0,34.0,debit,False,1,61783.0
-8.79796e+18_-2.77596e+18,CA,ho4,1302.0,False,False,0.0,30.0,4,0,29.0,debit,False,1,48329.0
-8.8312e+18_-8.5807e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,22.0,credit,False,1,143467.0
-9.08316e+18_4.06391e+18,CA,ho4,1302.0,True,False,0.0,1.0,2,0,32.0,credit,False,1,65211.0
-9.18415e+18_3.60028e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,1,20.0,credit,False,1,66372.0
-9.08477e+18_6.90646e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,2,31.0,debit,False,1,131976.0
-8.98441e+18_9.33091e+17,CA,ho4,1302.0,True,False,0.0,10.0,2,0,25.0,credit,False,1,70207.0
-8.84958e+18_2.90388e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,1,25.0,credit,False,1,134809.0
-9.15031e+18_-7.10999e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,31.0,credit,False,1,120601.0
-9.19833e+18_7.93254e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,20.0,debit,False,1,54385.0
-9.17874e+18_5.52775e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,31.0,debit,False,1,91569.0
-9.159e+18_8.94037e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,19.0,debit,False,1,76872.0
-9.159e+18_6.97376e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,1,19.0,debit,False,1,76872.0
-8.87715e+18_-4.39352e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,0,26.0,debit,False,1,68352.0
-8.88014e+18_9.13496e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,42.0,debit,False,1,70552.0
-9.0176e+18_-5.44988e+18,CA,ho4,1302.0,False,False,0.0,3.0,2,0,28.0,credit,False,1,50615.0
-8.86576e+18_6.50173e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,19.0,credit,False,1,44464.0
-8.92805e+18_1.0885e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,34.0,credit,False,1,42880.0
-8.90621e+18_-4.6524e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,28.0,credit,False,1,137652.0
-9.06431e+18_9.2024e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,27.0,debit,False,1,48421.0
-8.95942e+18_3.25426e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,30.0,credit,True,1,38786.0
-8.84881e+18_-4.53908e+18,CA,ho4,1302.0,False,False,0.0,30.0,4,0,29.0,debit,False,1,54877.0
-9.07789e+18_-4.7581e+18,CA,ho4,1245.0,True,False,0.0,15.0,1,0,24.0,debit,False,1,60772.0
-9.05939e+18_-8.753e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,36.0,credit,False,1,58433.0
-8.92329e+18_3.41019e+18,CA,ho4,1302.0,False,False,0.0,25.0,1,0,31.0,credit,False,1,64223.0
-8.81316e+18_-6.90115e+18,CA,ho4,1302.0,True,True,0.0,30.0,4,0,43.0,debit,False,1,60071.0
-9.00772e+18_4.04602e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,21.0,credit,False,1,65690.0
-9.16928e+18_2.86418e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,0,30.0,debit,False,1,102017.0
-9.19664e+18_3.44353e+18,CA,ho4,1302.0,False,False,0.0,1.0,1,0,28.0,credit,False,1,134809.0
-8.97298e+18_8.13655e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,21.0,credit,True,1,59418.0
-9.03233e+18_2.25108e+18,CA,ho4,1302.0,True,False,0.0,4.0,3,0,52.0,credit,False,1,144331.0
-9.06449e+18_5.33034e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,31.0,credit,False,1,22808.0
-9.14816e+18_-7.30087e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,27.0,debit,True,1,120601.0
-8.84532e+18_4.88875e+17,CA,ho4,1302.0,True,False,0.0,10.0,1,0,30.0,credit,False,1,74279.0
-8.94725e+18_3.87292e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,29.0,credit,False,1,109747.0
-9.05918e+18_-6.48619e+18,CA,ho4,1302.0,True,False,0.0,10.0,4,0,23.0,debit,False,1,124849.0
-8.95539e+18_9.07942e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,1,33.0,debit,False,1,63638.0
-9.21096e+18_7.18622e+18,CA,ho4,1302.0,True,True,0.0,30.0,4,0,25.0,debit,False,1,67121.0
-8.85446e+18_1.64614e+17,CA,ho6,900.0,True,True,0.0,20.0,1,0,55.0,debit,False,0,51486.0
-8.8618e+18_-3.62949e+17,CA,ho4,1302.0,True,False,0.0,20.0,3,1,30.0,credit,False,1,98415.0
-9.02077e+18_5.86819e+18,CA,ho3,3100.0,False,False,0.0,30.0,4,0,61.0,debit,False,0,106431.0
-8.92836e+18_2.3499e+17,CA,ho4,1302.0,True,False,0.0,30.0,4,0,19.0,debit,False,1,67121.0
-9.16655e+18_-9.45865e+17,CA,ho4,1302.0,False,False,0.0,30.0,2,1,41.0,debit,False,1,56772.0
-9.17229e+18_5.30579e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,18.0,debit,False,1,47536.0
-8.89713e+18_8.81092e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,21.0,credit,False,1,76872.0
-8.94358e+18_-4.51358e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,1,31.0,credit,False,1,50781.0
-9.13458e+18_-4.52689e+18,CA,ho4,840.0,True,False,0.0,4.0,2,0,35.0,debit,False,1,59202.0
-8.84139e+18_-5.1852e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,21.0,debit,False,1,54385.0
-9.08673e+18_-3.25631e+18,CA,ho4,1302.0,False,False,0.0,20.0,1,0,42.0,debit,False,1,71654.0
-9.20626e+18_3.50422e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,35.0,debit,False,1,65098.0
-8.96862e+18_-1.04952e+18,CA,ho4,1302.0,True,True,0.0,20.0,1,0,21.0,debit,False,1,41784.0
-9.13038e+18_8.42341e+17,CA,ho4,1302.0,True,False,0.0,1.0,1,0,37.0,credit,False,1,103948.0
-9.21749e+18_-7.86836e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,56.0,prepaid,False,1,50781.0
-8.79643e+18_2.2014e+18,CA,ho4,1302.0,True,True,0.0,30.0,2,0,34.0,debit,False,1,68716.0
-8.98144e+18_-1.07478e+18,CA,ho4,1302.0,False,False,0.0,1.0,3,0,38.0,credit,False,1,134902.0
-8.88619e+18_4.45951e+18,CA,ho4,1351.0,True,False,0.0,15.0,3,0,26.0,debit,False,1,80791.0
-9.10193e+18_8.81997e+17,CA,ho4,1302.0,True,True,0.0,2.0,2,0,33.0,credit,False,1,42880.0
-9.19073e+18_8.42335e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,43.0,credit,False,1,160313.0
-9.17677e+18_8.92052e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,27.0,debit,False,1,47115.0
-8.80013e+18_-1.69669e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,25.0,credit,False,1,44912.0
-9.21659e+18_-5.93934e+18,CA,ho4,1302.0,False,False,0.0,30.0,4,1,36.0,debit,False,1,42978.0
-8.88389e+18_-3.98272e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,26.0,credit,False,1,150529.0
-8.85073e+18_5.57348e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,1,34.0,credit,False,1,113021.0
-8.96852e+18_-3.70101e+18,CA,ho3,2311.0,True,True,0.0,2.0,1,0,48.0,debit,False,0,75209.0
-8.86381e+18_8.90072e+18,CA,ho4,1500.0,True,False,0.0,20.0,1,0,35.0,debit,False,1,55580.0
-9.20935e+18_-3.63092e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,21.0,credit,False,1,44464.0
-9.03225e+18_5.70023e+18,CA,ho4,2011.0,True,False,0.0,30.0,2,0,32.0,credit,False,1,92188.0
-9.1479e+18_-9.30764e+17,CA,ho4,1302.0,True,False,0.0,30.0,5,0,59.0,credit,False,1,61892.0
-8.93061e+18_-8.30077e+18,CA,ho4,1546.0,True,False,0.0,10.0,1,0,20.0,credit,False,1,85396.0
-8.9268e+18_-7.24348e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,0,18.0,debit,False,1,65129.0
-8.96852e+18_5.62355e+18,CA,ho3,2311.0,True,True,0.0,2.0,1,4,48.0,debit,False,0,75209.0
-8.83468e+18_3.82517e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,19.0,debit,False,1,47536.0
-9.18424e+18_-8.78031e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,1,56.0,debit,False,1,113021.0
-9.14697e+18_8.33349e+18,CA,ho4,914.0,True,False,0.0,10.0,1,0,51.0,credit,False,1,65919.0
-8.82455e+18_5.49152e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,21.0,debit,False,1,28638.0
-9.09653e+18_3.14197e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,2,33.0,debit,False,1,87001.0
-9.13769e+18_5.8338e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,28.0,credit,False,1,42880.0
-8.93261e+18_-1.07106e+18,CA,ho4,1302.0,True,False,0.0,1.0,2,1,42.0,debit,False,1,99980.0
-8.98614e+18_3.35076e+18,CA,ho4,1302.0,False,False,0.0,4.0,2,0,30.0,credit,False,1,118971.0
-8.95248e+18_-1.32286e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,26.0,credit,False,1,143467.0
-9.06953e+18_-2.13949e+18,CA,ho4,1302.0,True,True,0.0,25.0,3,0,39.0,credit,False,1,132891.0
-8.88793e+18_7.91913e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,31.0,credit,False,1,102838.0
-8.87387e+18_-6.41198e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,32.0,credit,False,1,42407.0
-9.0847e+18_-4.98931e+18,CA,ho4,1302.0,True,False,0.0,0.0,2,0,32.0,debit,False,1,65211.0
-9.08414e+18_-1.10733e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,20.0,debit,False,1,26758.0
-8.86139e+18_5.33204e+18,CA,ho4,1302.0,True,True,0.0,15.0,4,0,28.0,debit,False,1,116208.0
-8.93136e+18_7.19924e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,36.0,debit,False,1,36996.0
-8.80047e+18_-7.23318e+18,CA,ho4,1302.0,True,False,0.0,25.0,2,0,31.0,credit,False,1,101869.0
-9.21584e+18_-4.55946e+18,CA,ho4,1302.0,True,False,0.0,20.0,3,0,41.0,debit,False,1,50326.0
-9.18875e+18_-8.09657e+18,CA,ho4,1500.0,True,True,0.0,20.0,1,0,59.0,credit,False,1,55580.0
-8.98408e+18_7.92342e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,62.0,credit,False,1,36996.0
-8.89117e+18_-7.0662e+18,CA,ho4,1194.0,True,False,0.0,4.0,2,0,31.0,debit,False,1,67686.0
-9.17352e+18_1.8511e+18,CA,ho4,900.0,True,True,0.0,0.0,1,0,28.0,debit,False,1,49052.0
-8.90311e+18_-1.52644e+17,CA,ho4,1302.0,True,False,0.0,30.0,2,0,27.0,prepaid,False,1,47705.0
-8.83318e+18_-5.27966e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,29.0,debit,False,1,81626.0
-8.84958e+18_-1.78421e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,24.0,credit,False,1,134809.0
-9.07385e+18_1.21446e+18,CA,ho4,1302.0,True,False,0.0,5.0,3,0,45.0,prepaid,False,1,65374.0
-9.114e+18_-4.48541e+18,CA,ho4,913.0,False,False,0.0,30.0,2,0,29.636363636363637,debit,False,3,84269.0
-9.1169e+18_-3.60127e+18,CA,ho4,1302.0,True,True,0.0,10.0,2,1,24.0,debit,False,1,56605.0
-9.13433e+18_8.32467e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,21.0,credit,False,1,143467.0
-9.19438e+18_5.64981e+18,CA,ho4,3072.0,True,True,0.0,25.0,2,0,54.0,debit,False,1,70235.0
-8.98895e+18_-8.97571e+18,CA,ho4,1302.0,True,True,0.0,15.0,1,0,29.0,debit,False,1,32979.0
-9.13904e+18_5.31445e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,29.0,debit,False,1,50359.0
-9.05369e+18_-6.74123e+18,CA,ho3,1085.0,True,True,0.0,30.0,3,2,27.0,debit,False,0,31608.0
-9.00356e+18_-5.49052e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,24.0,credit,False,1,137652.0
-9.11583e+18_7.32646e+18,CA,ho4,1351.0,False,False,0.0,15.0,3,0,26.0,debit,False,1,80791.0
-9.08742e+18_4.79525e+17,CA,ho4,1302.0,True,False,0.0,10.0,1,0,23.0,credit,False,1,33790.0
-8.8677e+18_6.91432e+18,CA,ho4,1302.0,False,False,0.0,20.0,2,0,31.0,debit,False,1,76910.0
-9.14593e+18_-1.52074e+18,CA,ho4,1302.0,True,False,0.0,25.0,2,0,54.0,credit,False,1,101869.0
-9.17624e+18_3.72241e+18,CA,ho4,1302.0,False,False,0.0,10.0,1,1,25.0,credit,False,1,86403.0
-8.82594e+18_-3.38181e+17,CA,ho4,1302.0,True,True,0.0,30.0,2,0,25.0,debit,False,1,54543.0
-9.06386e+18_-7.02716e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,1,48.0,credit,False,1,82619.0
-8.92472e+18_5.06299e+18,CA,ho4,850.0,True,False,0.0,20.0,1,0,31.0,debit,False,1,51486.0
-8.95828e+18_-1.79219e+18,CA,ho4,1302.0,True,True,0.0,30.0,3,0,25.0,credit,False,1,132891.0
-8.89786e+18_5.22028e+17,CA,ho4,1302.0,True,False,0.0,2.0,1,0,44.0,debit,False,1,132979.0
-8.87407e+18_8.21225e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,33.0,credit,False,1,109747.0
-9.08519e+18_-4.41815e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,29.0,credit,False,1,150529.0
-8.96852e+18_1.14387e+18,CA,ho3,2311.0,True,True,0.0,2.0,1,1,41.0,debit,False,0,75209.0
-8.91905e+18_-6.95443e+18,CA,ho4,1302.0,True,False,0.0,20.0,3,1,30.0,credit,False,1,88610.0
-9.03787e+18_5.61608e+18,CA,ho4,1302.0,True,False,0.0,30.0,4,0,32.0,debit,False,1,86580.0
-8.90946e+18_9.07186e+18,CA,ho4,490.0,False,False,0.0,10.0,2,1,35.0,debit,False,1,94657.0
-8.8374e+18_-4.85833e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,22.0,debit,False,1,40687.0
-9.04366e+18_3.36034e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,22.0,credit,False,1,66422.0
-8.8951e+18_-7.89655e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,20.0,credit,False,1,59418.0
-8.91031e+18_-3.75072e+18,CA,ho4,1782.0,True,False,0.0,10.0,2,0,20.0,credit,False,1,97901.0
-8.8985e+18_-7.07674e+18,CA,ho4,1302.0,True,False,0.0,25.0,1,0,19.0,debit,False,1,69334.0
-8.88182e+18_4.05619e+18,CA,ho4,1302.0,False,False,0.0,20.0,2,0,26.0,credit,False,1,61173.0
-9.07835e+18_-5.68401e+18,CA,ho4,1302.0,True,True,0.0,2.0,2,0,22.0,credit,False,1,41870.0
-9.12974e+18_-6.04326e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,26.0,debit,False,1,74155.0
-8.98815e+18_-5.33914e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,24.0,debit,False,1,56645.0
-9.06097e+18_-2.85244e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,52.0,debit,False,1,71041.0
-9.13275e+18_7.15823e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,28.0,credit,False,1,81626.0
-9.19135e+18_3.49296e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,1,24.0,debit,False,1,92061.0
-8.97155e+18_8.53325e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,28.0,credit,False,1,55341.0
-8.95618e+18_-3.54394e+18,CA,ho4,1302.0,True,True,0.0,4.0,2,0,33.0,credit,False,1,64454.0
-8.99579e+18_-6.801e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,28.0,debit,False,1,28638.0
-8.8456e+18_-7.54032e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,26.0,credit,False,1,92061.0
-9.16169e+18_3.46677e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,32.0,credit,False,1,132891.0
-9.12928e+18_8.80688e+18,CA,ho4,1302.0,True,True,0.0,10.0,1,0,31.0,credit,False,1,47115.0
-9.09936e+18_-5.47723e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,0,24.0,credit,False,1,98361.0
-8.84906e+18_3.34121e+18,CA,ho4,1302.0,True,True,0.0,2.0,2,0,27.0,debit,True,1,42880.0
-9.01018e+18_-5.86703e+18,CA,ho4,1302.0,True,True,0.0,2.0,2,0,28.0,debit,False,1,73765.0
-9.0922e+18_6.599e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,25.0,credit,False,1,55341.0
-9.22295e+18_6.24111e+18,CA,ho6,2108.0,True,False,0.0,20.0,2,0,33.0,credit,False,0,96817.0
-9.16048e+18_-7.53163e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,29.0,debit,False,1,81626.0
-9.16431e+18_-5.86012e+18,CA,ho4,1337.0,True,False,0.0,2.0,1,0,27.0,credit,False,1,79979.0
-8.89322e+18_2.03943e+18,CA,ho4,1302.0,True,False,0.0,10.0,3,0,30.0,debit,False,1,135283.0
-9.21194e+18_-9.03531e+18,CA,ho4,1302.0,False,False,0.0,5.0,2,0,27.0,credit,False,1,57546.0
-9.14957e+18_-1.00191e+17,CA,ho4,1302.0,True,False,0.0,2.0,1,0,35.0,credit,False,1,143297.0
-9.02896e+18_-5.60724e+17,CA,ho4,1302.0,True,False,0.0,30.0,2,0,24.0,credit,False,1,65403.0
-8.83155e+18_-8.1884e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,19.0,debit,False,1,76872.0
-9.04099e+18_-8.3497e+18,CA,ho4,1302.0,True,False,0.0,1.0,1,0,28.0,credit,False,1,134809.0
-9.21447e+18_-5.49592e+18,CA,ho4,1302.0,False,False,0.0,1.0,2,0,29.0,credit,False,1,68352.0
-9.18149e+18_3.28824e+18,CA,ho4,1302.0,True,True,0.0,15.0,2,1,33.0,credit,False,1,81608.0
-9.2147e+18_-6.61612e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,1,24.0,debit,False,1,102030.0
-8.95717e+18_3.24369e+18,CA,ho4,1302.0,True,False,0.0,3.0,2,0,30.0,debit,False,1,71472.0
-9.14398e+18_-7.97978e+18,CA,ho4,1302.0,True,True,0.0,10.0,2,0,47.0,debit,False,1,56605.0
-8.87466e+18_-9.14419e+18,CA,ho4,1302.0,False,False,0.0,20.0,3,0,31.0,credit,False,1,62894.0
-8.9518e+18_7.8943e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,25.0,credit,False,1,54342.0
-9.21257e+18_2.69765e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,0,24.0,debit,False,1,83627.0
-9.05398e+18_-6.40026e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,27.0,credit,False,1,103625.0
-9.20878e+18_-2.04648e+17,CA,ho4,1302.0,True,False,0.0,3.0,1,0,19.0,debit,False,1,66028.0
-8.91368e+18_4.43923e+18,CA,ho4,774.0,True,False,0.0,0.0,1,0,24.0,credit,False,1,133981.0
-9.00082e+18_1.83982e+18,CA,ho3,1444.0,True,True,0.0,4.0,2,1,81.0,debit,False,0,63638.0
-9.1398e+18_-8.54422e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,38.0,credit,False,1,76872.0
-8.91894e+18_-8.00189e+18,CA,ho4,1302.0,False,False,0.0,4.0,3,1,41.0,credit,False,1,56170.0
-9.19443e+18_-8.8252e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,18.0,credit,False,1,56772.0
-9.02725e+18_-3.5543e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,33.0,debit,False,1,132891.0
-8.99832e+18_-4.55224e+18,CA,ho4,944.0,False,False,0.0,2.0,1,0,26.0,debit,False,1,88078.0
-9.02923e+18_-9.19425e+18,CA,ho4,1302.0,True,False,0.0,1.0,3,0,32.0,credit,False,1,103948.0
-9.07651e+18_7.91845e+16,CA,ho4,1302.0,False,False,0.0,20.0,2,0,36.0,credit,False,1,101065.0
-8.80443e+18_-7.14352e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,30.0,debit,False,1,46581.0
-9.05827e+18_-2.79411e+18,CA,ho4,1302.0,False,False,0.0,15.0,3,0,32.0,credit,False,1,88527.0
-9.04628e+18_-3.32947e+18,CA,ho4,1302.0,False,False,0.0,20.0,2,1,34.0,debit,False,1,133769.0
-8.98596e+18_2.45144e+18,CA,ho4,1337.0,True,False,0.0,2.0,1,0,29.0,debit,False,1,79979.0
-9.06961e+18_3.20521e+18,CA,ho4,1302.0,True,False,0.0,25.0,2,0,24.0,credit,False,1,220970.0
-8.9454e+18_-3.77919e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,44.0,debit,True,1,131976.0
-8.82415e+18_5.44773e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,20.0,debit,False,1,46581.0
-9.13215e+18_-7.1056e+18,CA,ho4,1302.0,True,True,0.0,0.0,1,0,41.0,debit,False,1,143467.0
-9.19648e+18_-1.47008e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,0,28.0,debit,False,1,143902.0
-8.8747e+18_1.64856e+18,CA,ho4,2150.0,True,False,0.0,20.0,2,0,34.0,debit,False,1,96817.0
-9.15605e+18_8.00237e+18,CA,ho4,774.0,True,False,0.0,0.0,1,0,25.0,credit,False,1,133981.0
-9.14355e+18_-5.31102e+18,CA,ho4,1302.0,False,False,0.0,2.0,1,0,35.0,credit,True,1,55341.0
-9.22158e+18_4.07701e+18,CA,ho4,1302.0,True,False,0.0,20.0,3,0,22.0,credit,False,1,64218.0
-9.03826e+18_-4.43192e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,27.0,debit,False,1,59934.0
-8.82124e+18_7.9514e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,22.0,debit,False,1,73272.0
-9.01584e+18_6.07173e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,26.0,credit,False,1,54877.0
-9.16519e+18_5.797e+18,CA,ho4,944.0,True,False,0.0,2.0,1,0,21.0,credit,False,1,88078.0
-9.11683e+18_4.32085e+18,CA,ho4,1302.0,True,True,0.0,4.0,1,0,33.0,credit,False,1,71154.0
-9.0768e+18_8.45382e+18,CA,ho4,1302.0,True,True,0.0,0.0,1,0,24.0,credit,False,1,143467.0
-9.18424e+18_3.99361e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,55.0,debit,False,1,113021.0
-8.93702e+18_1.08667e+18,CA,ho4,1337.0,False,False,0.0,2.0,1,0,28.0,credit,False,1,79979.0
-9.06322e+18_8.87883e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,31.186619148469962,debit,False,3,25517.0
